Org_Identifier,Org_FormalName,Project_Identifier,Project_Name,Project_QAPPApproved,Project_QAPPApprovalAgency,ProjectAttachment_FileName,ProjectAttachment_FileType,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,AlternateLocation_IdentifierCount,Activity_ActivityIdentifier,Activity_ActivityIdentifierUserSupplied,Activity_TypeCode,Activity_Media,Activity_MediaSubdivision,Activity_BottomDepthSamplingComponent,ActivityBiological_AssemblageSampled,ActivityBiological_ToxicityTestType,Activity_ConductingOrganization,Activity_Comment,ActivityLocation_Latitude,ActivityLocation_Longitude,ActivityLocation_HorzCoordReferenceSystemDatum,ActivityLocation_SourceMapScale,ActivityLocation_LatitudeStandardized,ActivityLocation_LongitudeStandardized,ActivityLocation_HorzCoordStandardizedDatum,ActivityLocation_HorzAccuracyMeasure,ActivityLocation_HorzAccuracyMeasureUnit,ActivityLocation_HorizontalAccuracyHorzCollectionMethod,ActivityLocation_Description,Activity_StartDate,Activity_StartTime,Activity_StartTimeZone,Activity_EndDate,Activity_EndTime,Activity_EndTimeZone,Activity_DepthHeightMeasure,Activity_DepthHeightMeasureUnit,Activity_BottomDepthAltitudeReferencePoint,Activity_ActivityRelativeDepth,Activity_TopDepthMeasure,Activity_TopDepthMeasureUnit,Activity_BottomDepthMeasure,Activity_BottomDepthMeasureUnit,SampleCollectionMethod_Identifier,SampleCollectionMethod_IdentifierContext,SampleCollectionMethod_Name,SampleCollectionMethod_QualifierTypeName,SampleCollectionMethod_Description,SampleCollectionMethod_EquipmentName,SampleCollectionMethod_EquipmentComment,SamplePrepMethod_Identifier,SamplePrepMethod_IdentifierContext,SamplePrepMethod_Name,SamplePrepMethod_QualifierType,SamplePrepMethod_Description,SamplePrepMethod_ContainerLabel,SamplePrepMethod_ContainerType,SamplePrepMethod_ContainerColor,SamplePrepMethod_ChemicalPreservativeUsed,SamplePrepMethod_ThermalPreservativeUsed,SamplePrepMethod_TransportStorageDescription,Activity_HydrologicCondition,Activity_HydrologicEvent,ActivityAttachment_FileName,ActivityAttachment_FileType,ActivityAttachment_FileDownload,Result_DataLoggerLine,Result_ResultDetectionCondition,Result_Characteristic,Result_CharacteristicUserSupplied,Result_CASNumber,Result_MethodSpeciation,Result_SampleFraction,ResultBiological_Intent,ResultBiological_IndividualIdentifier,ResultBiological_Taxon,ResultBiological_TaxonUserSupplied,ResultBiological_TaxonUserSuppliedReference,ResultBiological_UnidentifiedSpeciesIdentifier,ResultBiological_SampleTissueAnatomy,ResultBiological_GroupSummaryCount,GroupSummaryWeight_Measure,GroupSummaryWeight_MeasureUnit,ResultDepthHeight_Measure,ResultDepthHeight_MeasureUnit,ResultDepthHeight_AltitudeReferencePoint,ResultDepthHeight_SamplingPointName,ResultDepthHeight_SamplingPointType,ResultDepthHeight_SamplingPointPlaceInSeries,ResultDepthHeight_SamplingPointComment,ResultDepthHeight_RecordIdentifierUserSupplied,Result_MeasureIdentifier,Result_Measure,Result_MeasureUnit,Result_MeasureQualifierCode,Result_MeasureStatusIdentifier,Result_StatisticalBase,Result_StatisticalNValue,Result_MeasureType,Result_WeightBasis,Result_TimeBasis,Result_MeasureTemperatureBasis,Result_MeasureParticleSizeBasis,DataQuality_PrecisionValue,DataQuality_BiasValue,DataQuality_ConfidenceIntervalValue,DataQuality_UpperConfidenceLimitValue,DataQuality_LowerConfidenceLimitValue,DataQuality_ResultComment,DetectionLimit_TypeA,DetectionLimit_MeasureA,DetectionLimit_MeasureUnitA,DetectionLimit_CommentA,DetectionLimit_TypeB,DetectionLimit_MeasureB,DetectionLimit_MeasureUnitB,DetectionLimit_CommentB,LabInfo_LabSampleSplitRatio,LabInfo_LabAccreditationIndicator,LabInfo_LabAccreditationAuthority,LabInfo_TaxonAccreditationIndicator,LabInfo_TaxonAccreditationAuthority,ResultAnalyticalMethod_Identifier,ResultAnalyticalMethod_IdentifierContext,ResultAnalyticalMethod_Name,ResultAnalyticalMethod_QualifierType,ResultAnalyticalMethod_Description,Result_ComparableMethodIdentifier,Result_ComparableMethodIdentifierContext,Result_ComparableMethodModification,LabInfo_Name,LabInfo_AnalysisStartDate,LabInfo_AnalysisStartTime,LabInfo_AnalysisStartTimeZone,LabInfo_AnalysisEndDate,LabInfo_AnalysisEndTime,LabInfo_AnalysisEndTimeZone,LabInfo_LaboratoryComment,LabSamplePrepMethod_Identifier,LabSamplePrepMethod_IdentifierContext,LabSamplePrepMethod_Name,LabSamplePrepMethod_QualifierType,LabSamplePrepMethod_Description,LabSamplePrepMethod_StartDate,LabSamplePrepMethod_StartTime,LabSamplePrepMethod_StartTimeZone,LabSamplePrepMethod_EndDate,LabSamplePrepMethod_EndTime,LabSamplePrepMethod_EndTimeZone,LabSamplePrepMethod_DilutionFactor,ResultAttachment_FileName,ResultAttachment_FileType,ResultAttachment_FileDownload,ProviderName,Result_CharacteristicComparable,Result_CharacteristicGroup,Org_Type,LastChangeDate,USGSpcode,USGSSampleAquifer
USGS,U.S. Geological Survey,"[""USGS"",""00003X000""]",,,,,,USGS-01611500,"CACAPON RIVER NEAR GREAT CACAPON, WV",Stream,,West Virginia,United States of America,Morgan County,US,WV,,02070003,020700030708,,,39.5823158035497,-78.3097311698816,NAD83,39.5823158035497,-78.3097311698816,NAD83,,1cc1cd10-6a40-4bab-bdfd-ad289f7d85bb,,Sample-Routine,Water,Surface water,,,,USGS - West Virginia Water Science Center,,,,,,,,,,,,,2017-05-06,13:45:00,EDT,,,,,,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),"US DH-95, plastic bottle",,,,,,,,,,,,,Peak stage,Storm,,,,,,Dissolved oxygen (DO),"Dissolved oxygen (DO), water, unfiltered",7782-44-7,,Unfiltered,,,,,,,,,,,,,,,,,,,31cf0382-6771-4572-96ef-eb5c8dba1d6b,8.9,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,LUMIN,USDOI/USGS,"Diss oxygen, luminescence sensor",,"DESCRIPTION: Dissolved Oxygen, Luminescence Quenching (Luminescence-Based Sensor); CITATION(S): U.S. Geological Survey, [variously dated], Dissolved oxygen, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.2, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. |<--->| Annual Book of ASTM Standards | ASTM | D888-05 |<--->| Thermo Fisher Scientific, 2008, Orion Rugged Dissolved Oxygen (RDO) Optical Dissolved Oxygen Sensor User Guide, revision A, 10-08 https://documents.thermofisher.com/TFS-Assets/LSG/manuals/D15864~.pdf",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2026-07-21,00300,
USGS,U.S. Geological Survey,"[""USGS"",""ZJ00A5701""]",,,,,,USGS-10336700,"INCLINE CK NR CRYSTAL BAY, NV",Stream,,Nevada,United States of America,Washoe County,US,NV,,16050101,160501010102,,,39.2401854952355,-119.944910642372,NAD83,39.2401854952355,-119.944910642372,NAD83,,56337933-eb0c-4c45-9ad6-e29a5b7b690f,,Sample-Routine,Water,Surface water,,,,USGS - Nevada Water Science Center,,,,,,,,,,,,,2017-03-14,11:45:00,PDT,,,,,,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),"US DH-81, Teflon cap and nozzle",,,,,,,,,,,,,"Stable, high stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,Unfiltered,,,,,,,,,,,,,,,,,,,523a3fa3-4cd2-4eac-9c6d-36a51322dd11,7.7,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS - Nevada Water Science Center,2017-03-14,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-20,00400,
USGS,U.S. Geological Survey,"[""USGS"",""00CCP9900""]",,,,,,USGS-07311800,"S Wichita Rv nr Benjamin, TX",Stream,,Texas,United States of America,Knox County,US,TX,,11130205,111302050206,,,33.644257025451,-99.8009251740748,NAD83,33.644257025451,-99.8009251740748,NAD83,,c3726d7d-9b20-453c-a50a-3d742f9c64bd,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,"L-3250141 Received November 10, 2011",,,,,,,,,,,,2011-11-09,11:05:00,CST,,,,,,,,,,,,40,USDOI/USGS,Multiple verticals,,Depth-integrated: Multiple verticals,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,Not Detected,Mercury,"Mercury, water, filtered",7439-97-6,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,31cf0898-2e2b-4e17-9d4a-415d6f083de8,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,0.005,ug/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,Long Term Method Detection Level,0.005,ug/L,Quantitation limit value of the specified type,,,,,,CV014,USDOI/USGS,"Mercury, wf, CV-AFS",,"DESCRIPTION: Mercury in filtered water by cold vapor-atomic fluorescence spectrometry (CV-AFS); CITATION(S): Garbarino, J.R., and Damrau, D.L., 2001, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory---Determination of organic plus inorganic mercury in filtered and unfiltered natural water with cold vapor--atomic fluorescence spectrometry: U.S. Geological Survey Water-Resources Investigations Report 01-4132, 16 p. | USGS | I-2464-01",,,,"USGS-National Water Quality Lab, Denver, CO",2011-12-29,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Minor, Metals",Federal/US Government,2026-07-21,71890,
USGS,U.S. Geological Survey,"[""USGS"",""EH700""]",,,,,,USGS-12508997,"GRANDVIEW DRAIN AT CHASE ROAD NEAR GRANDVIEW, WA",Stream,,Washington,United States of America,Yakima County,US,WA,,17030003,170300031004,,,46.2292985073137,-119.925594413949,NAD83,46.2292985073137,-119.925594413949,NAD83,,6690305d-113b-42ee-bf03-9e9a829aa46b,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2017-12-12,12:44:00,PST,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Dissolved oxygen (DO),"Dissolved oxygen (DO), water, unfiltered",7782-44-7,,Unfiltered,,,,,,,,,,,,,,,,,,,54cc966a-0a91-4e1a-b540-f852fa5412bd,12.7,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,MEMBR,USDOI/USGS,"Diss oxygen, membrane electrode",,"DESCRIPTION: Dissolved Oxygen, Amperometric (Membrane Electrode Method); CITATION(S): Standard methods for the examination of water and wastewater | STDMETH | 4500-O G",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2026-07-20,00300,
USGS,U.S. Geological Survey,"[""USGS"",""0030000""]",,,,,,USGS-01403385,Bound Brook at Route 28 at Middlesex NJ,Stream,,New Jersey,United States of America,Middlesex County,US,NJ,,02030105,020301050504,,,40.5808333333333,-74.4991666666667,NAD83,40.5808333333333,-74.4991666666667,NAD83,,75022125-e9e5-49d7-af39-ee26ed530c7d,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,"A-3210049 TPCN =125mL filtered. L-3210049 Received November 14, 2014",,,,,,,,,,,,2014-11-12,11:30:00,EST,,,,,,,,,,,,40,USDOI/USGS,Multiple verticals,,Depth-integrated: Multiple verticals,Open-mouth bottle,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Turbidity,"Turbidity (ratiometric), broad band (BB) light source (400 nanometers to 680 nanometers), detectors at multiple angles including 60 degrees to 120 degrees",,,Unfiltered,,,,,,,,,,,,,,,,,,,54cca93b-27c5-4199-a0a0-8c5ba29c50c4,2.5,NTRU,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,TS101,USDOI/USGS,"HACH, sensor model 2100 P, NTRU",,"DESCRIPTION: HACH, sensor model 2100 P, NTRU; CITATION(S): USEPA | 180.1",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-20,63676,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""PUGT""]",,,,,,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",Stream,,Washington,United States of America,Mason County,US,WA,,17110017,171100170202,,,47.514256664225,-123.329886837903,NAD83,47.514256664225,-123.329886837903,NAD83,,54b510bf-0e2d-494c-ab5a-36e250e48906,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,"A-2460007 TPCN A: 286.7 B: 389.9 C: 366.8 L-2460007 X = Recvd without ASRs WSC emailed copy,PG,9/3/13 Improper sample container for DOC & DIC",,,,,,,,,,,,2013-08-28,10:30:00,PDT,,,,4.0,m,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),"US DH-81, Teflon cap and nozzle",,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Dissolved oxygen (DO),"Dissolved oxygen (DO), water, unfiltered",7782-44-7,,Unfiltered,,,,,,,,,,,,,,,,,,,932bff2f-8a8b-4833-8c86-1dad4a40a687,11.5,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,LUMIN,USDOI/USGS,"Diss oxygen, luminescence sensor",,"DESCRIPTION: Dissolved Oxygen, Luminescence Quenching (Luminescence-Based Sensor); CITATION(S): U.S. Geological Survey, [variously dated], Dissolved oxygen, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.2, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. |<--->| Annual Book of ASTM Standards | ASTM | D888-05 |<--->| Thermo Fisher Scientific, 2008, Orion Rugged Dissolved Oxygen (RDO) Optical Dissolved Oxygen Sensor User Guide, revision A, 10-08 https://documents.thermofisher.com/TFS-Assets/LSG/manuals/D15864~.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2026-07-21,00300,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-05544099,"LAKE BEULAH INLET NEAR EAST TROY, WI",Stream,,Wisconsin,United States of America,Walworth County,US,WI,,07120006,071200060203,,,42.8108471433963,-88.415651987178,NAD83,42.8108471433963,-88.415651987178,NAD83,,79f0c485-ecb4-4ba8-a090-69ec77acbce9,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2012-05-23,13:00:00,CDT,,,,0.5,m,,,,,,,50,USDOI/USGS,Point sample,,Point / Grab: Point sample,Van Dorn sampler,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,Not Detected,Turbidity,"Turbidity (nephelometry), broad band (BB) light source (400 nanometers to 680 nanometers), detection angle 60 degrees to 120 degrees relative to incident light",,,Unfiltered,,,,,,,,,,,,,,,,,,,523a5632-207a-4d98-8629-3e8990c988a5,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,1.0,NTU,Quantitation limit value associated with a < or > legacy remark code in USGS source data,,,,,,,,,,,,,,,,,,"State Laboratory of Hygiene, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-20,63675,
USGS,U.S. Geological Survey,"[""USGS"",""NS0000300""]",,,,,,USGS-05057200,"BALDHILL CREEK NEAR DAZEY, ND",Stream,,North Dakota,United States of America,Barnes County,US,ND,,09020203,090202030808,,,47.229167,-98.124444,NAD83,47.229167,-98.124444,NAD83,,6ed864d3-a520-44c9-88b8-d128b82dcb74,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2023-04-28,14:30:00,CDT,,,,,,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),"US DH-95, plastic bottle",,,,,,,,,,,,,Falling stage,Routine sample,,,,,,Dissolved oxygen (DO),"Dissolved oxygen (DO), water, unfiltered",7782-44-7,,Unfiltered,,,,,,,,,,,,,,,,,,,523a5901-0474-47df-aa1c-bd57e1cf10e9,10.9,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,LUMIN,USDOI/USGS,"Diss oxygen, luminescence sensor",,"DESCRIPTION: Dissolved Oxygen, Luminescence Quenching (Luminescence-Based Sensor); CITATION(S): U.S. Geological Survey, [variously dated], Dissolved oxygen, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.2, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. |<--->| Annual Book of ASTM Standards | ASTM | D888-05 |<--->| Thermo Fisher Scientific, 2008, Orion Rugged Dissolved Oxygen (RDO) Optical Dissolved Oxygen Sensor User Guide, revision A, 10-08 https://documents.thermofisher.com/TFS-Assets/LSG/manuals/D15864~.pdf",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2026-07-21,00300,
USGS,U.S. Geological Survey,"[""USGS"",""00003LB00""]",,,,,,USGS-01411466,Indian B near Malaga NJ,Stream,,New Jersey,United States of America,Gloucester County,US,NJ,,02040206,020402060401,,,39.5908333333333,-75.0597222222222,NAD83,39.5908333333333,-75.0597222222222,NAD83,,8e567d64-8f6d-4680-abc1-ee3e91cc3902,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2020-03-09,10:30:00,EDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Turbidity,"Turbidity (nephelometry), monochrome near-infrared (NIR) light-emitting diode (LED) light source (780 nanometers to 900 nanometers), detection angle 87.5 degrees to 92.5 degrees",,,Unfiltered,,,,,,,,,,,,,,,,,,,54ccb465-4ae8-4688-b1a1-e5162635935b,0.9,FNU,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,TS213,USDOI/USGS,"YSI EXO turbidity sensor, FNU",,"DESCRIPTION: YSI Environmental, EXO turbidity sensor, FNU; CITATION(S): ISO | 7027",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-20,63680,
USGS,U.S. Geological Survey,"[""USGS"",""0001U100""]",,,,,,USGS-02207220,"YELLOW RIVER AT PLEASANT HILL ROAD, NR LITHONIA,GA",Stream,,Georgia,United States of America,DeKalb County,US,GA,,03070103,,,,33.7335833333333,-84.0615555555556,NAD83,33.7335833333333,-84.0615555555556,NAD83,,8a421015-2279-47df-b315-86eab9f1d670,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,LabSampleID: 280-21866-1,,,,,,,,,,,,2011-10-20,10:00:00,EST,,,,,,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),"US DH-95, plastic bottle",,,,,,,,,,,,,Falling stage,Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,Unfiltered,,,,,,,,,,,,,,,,,,,791d494c-e756-4deb-a521-df8e1f47fcd4,7.2,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-21,00400,
USGS,U.S. Geological Survey,"[""USGS"",""24829RO35""]",,,,,,USGS-01644343,"SUGARLAND RUN TRIB BL CRAYTON RD NR HERNDON, VA",Stream,,Virginia,United States of America,Fairfax County,US,VA,,02070008,020700080905,,,38.9986027777778,-77.3606555555556,NAD83,38.9986027777778,-77.3606555555556,NAD83,,61bbf901-9223-4831-8623-97455c2338b7,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2021-12-14,12:00:00,EST,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,Unfiltered,,,,,,,,,,,,,,,,,,,932c1541-dfe8-49ab-891f-c2d2e3bbeb66,7.6,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,PROBE,USDOI/USGS,"pH, field, electrometric",,"DESCRIPTION: pH, field, electrometric; CITATION(S): U.S. Geological Survey, [variously dated], pH, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.4, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. | USGS | NFM 6.4",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-21,00400,
USGS,U.S. Geological Survey,"[""Great Lakes Restoration Initiative"",""GLRINUTS""]",,,,,,USGS-04199000,Huron River at Milan OH,Stream,,Ohio,United States of America,Erie County,US,OH,,04100012,041000120606,,,41.3008852324435,-82.6082326022024,NAD83,41.3008852324435,-82.6082326022024,NAD83,,5fe5bfdf-5087-4084-9ee4-3236bfab321e,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2019-06-04,09:40:00,EDT,,,,,,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),"US DH-95, plastic bottle",,,,,,,,,,,,,Falling stage,Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,Unfiltered,,,,,,,,,,,,,,,,,,,932c176e-fd93-440b-90f2-bf998dea039e,8.0,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,PROBE,USDOI/USGS,"pH, field, electrometric",,"DESCRIPTION: pH, field, electrometric; CITATION(S): U.S. Geological Survey, [variously dated], pH, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.4, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. | USGS | NFM 6.4",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-21,00400,
USGS,U.S. Geological Survey,"[""USGS"",""00TJ29000""]",,,,,,USGS-350135106402210,RIO GRANDE BELOW RIO BRAVO,Stream,,New Mexico,United States of America,Bernalillo County,US,NM,,13020203,130202030305,,,35.0264027777778,-106.673,NAD83,35.0264027777778,-106.673,NAD83,,5bb54341-1e7e-4257-8d66-398658495c52,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,high sand content,,,,,,,,,,,,2020-06-10,10:40:00,MDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),,,,,,,,,,,,,,"Stable, low stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,Unfiltered,,,,,,,,,,,,,,,,,,,523a61f8-e4f4-4812-845e-325bd9cd013c,8.3,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,PROBE,USDOI/USGS,"pH, field, electrometric",,"DESCRIPTION: pH, field, electrometric; CITATION(S): U.S. Geological Survey, [variously dated], pH, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.4, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. | USGS | NFM 6.4",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-20,00400,
USGS,U.S. Geological Survey,"[""USGS"",""U3W00""]",,,,,,USGS-06889110,"SOLDIER CREEK NR CORNING, KS",Stream,,Kansas,United States of America,Nemaha County,US,KS,,10270102,102701020801,,,39.609547222222226,-95.97605555555556,NAD83,39.609547222222226,-95.97605555555556,NAD83,,2878e8b6-a76b-4721-99bf-76a4bf87128e,,Sample-Routine,Water,Surface water,,,,USGS - Kansas Water Science Center,,,,,,,,,,,,,2022-07-13,12:50:00,CDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Open-mouth bottle,,,,,,,,,,,,,"Stable, low stage",Routine sample,,,,,,Turbidity,"Turbidity (ratiometric), broad band (BB) light source (400 nanometers to 680 nanometers), detectors at multiple angles including 60 degrees to 120 degrees",,,Unfiltered,,,,,,,,,,,,,,,,,,,932c243a-41be-4059-899f-683dee6a816a,6.2,NTRU,,Accepted,,,Estimated,,,,,,,,,,,,,,,Lower Reporting Limit,2,NTRU,Quantitation limit value of the specified type,,,,,,TS098,USDOI/USGS,"HACH, sensor model 2100 AN, R-On",,"DESCRIPTION: HACH, sensor model 2100 AN (Ratio ON), NTRU; CITATION(S): USEPA | 180.1 |<--->| Standard methods for the examination of water and wastewater | STDMETH | 2130 B |<--->| Hach Company, 2014, 2100AN Laboratory Turbidimeter user manual, 11/2014, edition 6, Loveland, Colorado, Hach Company | HACH ",,,,"USGS-National Water Quality Lab, Denver, CO",2022-07-22,,,,,,[b - value extrapolated at low end],,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-21,63676,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07373424,"THOMPSON CREEK NEAR NEWTONIA, MS",Stream,,Mississippi,United States of America,Wilkinson County,US,MS,,08070201,080702010301,,,31.0405833333333,-91.1657222222222,NAD83,31.0405833333333,-91.1657222222222,NAD83,,029007fc-bdf4-413f-bd41-31fd93a7759c,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2014-08-14,16:00:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Dissolved oxygen (DO),"Dissolved oxygen (DO), water, unfiltered",7782-44-7,,Unfiltered,,,,,,,,,,,,,,,,,,,31cf3cd7-f2d2-4797-b798-3263816143f5,7.5,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,LUMIN,USDOI/USGS,"Diss oxygen, luminescence sensor",,"DESCRIPTION: Dissolved Oxygen, Luminescence Quenching (Luminescence-Based Sensor); CITATION(S): U.S. Geological Survey, [variously dated], Dissolved oxygen, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.2, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. |<--->| Annual Book of ASTM Standards | ASTM | D888-05 |<--->| Thermo Fisher Scientific, 2008, Orion Rugged Dissolved Oxygen (RDO) Optical Dissolved Oxygen Sensor User Guide, revision A, 10-08 https://documents.thermofisher.com/TFS-Assets/LSG/manuals/D15864~.pdf",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2026-07-21,00300,
