OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-YUYDA1A:20130628:13987:LD:WB,Quality Control Sample-Lab Duplicate,Water,,2013-06-28,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-YUYDA1A,Yukon River above Dawson,,,,,64.0283370000,-139.4781310000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-909659049,Not Reported,,Magnesium,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-1472-87,USDOI/USGS,Metals in Water by ICP,,https://www.nemi.gov/methods/method_summary/8896/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-YUYDA1A%3A20130628%3A13987%3ALD%3AWB/results/909659049/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2021-08-17T20:00:23,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W10-2013-04-13-Na,Sample-Routine,Water,,2013-04-13,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W10,Tulsequah River 1,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7663300000,-133.6486000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906327821,,,Sodium,Dissolved,0.918,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W10-2013-04-13-Na/results/906327821/resdetectqntlmts,Method Detection Level,2,ug/L,,2021-08-03T15:37:15,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W10-2013-06-08-Na,Sample-Routine,Water,,2013-06-08,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W10,Tulsequah River 1,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7663300000,-133.6486000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906327837,,,Sodium,Dissolved,1.1,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W10-2013-06-08-Na/results/906327837/resdetectqntlmts,Method Detection Level,2,ug/L,,2021-08-03T15:37:15,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-SR0042013-6-12,Field Msr/Obs,Water,,2013-06-12,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-SR004,St. Regis 004 Sesi Mitchell,,,,,45.0015500000,-74.6399000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-411799717,,,"Temperature, water",,16.12,deg C,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2013-06-12,,,,,,,2015-03-18T10:56:28,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-TACFA1B:20130612:13945:FR:WB,Quality Control Sample-Field Replicate,Water,,2013-06-12,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-TACFA1B,Tagish River,,,,,60.2934280000,-134.2624720000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-907422304,,,Specific UV Absorbance at 254 nm,Dissolved,0.154,L/mg-cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,"UV absorbance, 254 nm",YRITWC,"UV absorbance, 254 nm",,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-TACFA1B%3A20130612%3A13945%3AFR%3AWB/results/907422304/resdetectqntlmts,Lower Quantitation Limit,.005,units/cm,,2021-08-11T15:18:36,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W32-2013-05-18-Ca,Sample-Routine,Water,,2013-05-18,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W32,Tulsequah River 2,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7097800000,-133.6000000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906321893,,,Calcium,Total,12.9,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,3500-CA(C),APHA,3500 CA C  ~ Calcium in Water by ICP,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W32-2013-05-18-Ca/results/906321893/resdetectqntlmts,Method Detection Level,10,ug/L,,2021-08-03T15:35:50,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W51-2013-03-30-Na,Sample-Routine,Water,,2013-03-30,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W51,Tulsequah River 4,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7315200000,-133.6046000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906328003,,,Sodium,Total,2.02,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W51-2013-03-30-Na/results/906328003/resdetectqntlmts,Method Detection Level,2,ug/L,,2021-08-03T15:37:17,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-MCAWP2013-5-10,Field Msr/Obs,Water,,2013-05-10,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-MCAWP,MCA Water Plant,,,,,45.0049900000,-74.6515000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-411616608,,,Salinity,,0.04,ppt,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-10,,,,,,,2015-03-16T09:49:22,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W32-2013-02-02-Na,Sample-Routine,Water,,2013-02-02,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W32,Tulsequah River 2,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7097800000,-133.6000000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906328086,,,Sodium,Total,2.8,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W32-2013-02-02-Na/results/906328086/resdetectqntlmts,Method Detection Level,2,ug/L,,2021-08-03T15:37:18,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-SR0042013-10-4,Field Msr/Obs,Water,,2013-10-04,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-SR004,St. Regis 004 Sesi Mitchell,,,,,45.0015500000,-74.6399000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-411799823,,,pH,,0.07,None,,Final,Standard Deviation,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2013-10-04,,,,,,,2015-03-18T10:56:29,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W51-2013-06-22-Mg,Sample-Routine,Water,,2013-06-22,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W51,Tulsequah River 4,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7315200000,-133.6046000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906324607,,,Magnesium,Total,3.41,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8. Result Detection Limit based off The Standard Methods,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W51-2013-06-22-Mg/results/906324607/resdetectqntlmts,Method Detection Level,30,ug/L,,2021-08-03T15:36:33,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W51-2013-02-02-Alk,Sample-Routine,Water,,2013-02-02,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W51,Tulsequah River 4,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7315200000,-133.6046000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906332907,,as CaCO3,"Alkalinity, total",,54.9,mg/L,,Final,,Actual,,,,,,,,,,analytical method not provided,,,,,,,,,,I2030,USDOI/USGS,Alkalinity in Water by Titration,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W51-2013-02-02-Alk/results/906332907/resdetectqntlmts,Method Detection Level,1000,mg/L,,2021-08-03T15:38:32,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1304290855.000F,Field Msr/Obs,Water,Surface Water,2013-04-29,08:55:00,CDT,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200","Cool, sunny, breezy, high muddy water, lots of large floating debris",,,,49.0027110000,-97.2221580000,,,,,,STORET-283713765,,,Dissolved oxygen (DO),Total,7.91,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,FLD,MNPCA,"Field measurement/observation, generic method",,,,2013-04-29,,,,,,,2014-01-23T18:20:43,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-MCAWP2013-5-29,Field Msr/Obs,Water,,2013-05-29,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-MCAWP,MCA Water Plant,,,,,45.0049900000,-74.6515000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-411616617,,,Barometric pressure,,760.00,mmHg,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-29,,,,,,,2015-03-16T09:49:22,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1309121450.000S,Sample-Routine,Water,Surface Water,2013-09-12,14:50:00,CDT,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200","Warm, sunny, breezy, muddy water, good flow",,,,49.0027110000,-97.2221580000,G,MNPCA,"Grab sample.  Submerge and fill a water sampling vessel, or sample directly into the sample bottle provided by the an...",,Van Dorn Bottle,STORET-558388376,,,Turbidity,Total,90.2,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,180.1,USEPA,Turbidity by Nephelometry,,https://www.nemi.gov/methods/method_summary/5217/,MN00918,1901-01-01,,,,,,,2016-06-06T12:41:04,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W10-2013-06-22-Ca,Sample-Routine,Water,,2013-06-22,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W10,Tulsequah River 1,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7663300000,-133.6486000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906321614,,,Calcium,Dissolved,10.3,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,3500-CA(C),APHA,3500 CA C  ~ Calcium in Water by ICP,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W10-2013-06-22-Ca/results/906321614/resdetectqntlmts,Method Detection Level,10,ug/L,,2021-08-03T15:35:46,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W32-2013-07-13-K,Sample-Routine,Water,,2013-07-13,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W32,Tulsequah River 2,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7097800000,-133.6000000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906326601,,,Potassium,Dissolved,0.733,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W32-2013-07-13-K/results/906326601/resdetectqntlmts,Method Detection Level,2,ug/L,,2021-08-03T15:37:00,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W10-2013-04-27-K,Sample-Routine,Water,,2013-04-27,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W10,Tulsequah River 1,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7663300000,-133.6486000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906326296,,,Potassium,Total,1.5,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W10-2013-04-27-K/results/906326296/resdetectqntlmts,Method Detection Level,2,ug/L,,2021-08-03T15:36:57,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1305211025.000S,Sample-Routine,Water,Surface Water,2013-05-21,10:25:00,CDT,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200","Windy and raining, high water, very muddy, raining for last 3 days",,,,49.0027110000,-97.2221580000,G,MNPCA,"Grab sample.  Submerge and fill a water sampling vessel, or sample directly into the sample bottle provided by the an...",,Van Dorn Bottle,STORET-558389250,,as P,Orthophosphate,Dissolved,0.175,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.3,USEPA,Phosphorus by Two Reagent Colorimetry,,https://www.nemi.gov/methods/method_summary/5255/,MN00918,1901-01-01,,,,,,,2016-06-06T12:41:15,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W46-2013-06-22-Alk,Sample-Routine,Water,,2013-06-22,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W46,Tulsequah River 3,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7337500000,-133.6016000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906332878,Present Below Quantification Limit,as CaCO3,"Alkalinity, total",,,mg/L,,Final,,Actual,,,,,,,,,,"analytical method not provided, reported value = 0.25",,,,,,,,,,AKMAP 005,AKDECAKMAP,Advanced Monitoring Intiative - Unknown Analytical Method,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W46-2013-06-22-Alk/results/906332878/resdetectqntlmts,Method Detection Level,0.5,mg/L,,2021-08-03T15:38:31,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1308141440.000F,Field Msr/Obs,Water,Surface Water,2013-08-14,14:40:00,CDT,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200","Warm, sunny, calm, low water, good muddy flow",,,,49.0027110000,-97.2221580000,,,,,,STORET-283714015,,,Specific conductance,Total,935,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,FLD,MNPCA,"Field measurement/observation, generic method",,,,2013-08-14,,,,,,,2014-01-23T18:21:00,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W32-2013-07-20-Mg,Sample-Routine,Water,,2013-07-20,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W32,Tulsequah River 2,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7097800000,-133.6000000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906324716,,,Magnesium,Total,4.24,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8. Result Detection Limit based off The Standard Methods,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W32-2013-07-20-Mg/results/906324716/resdetectqntlmts,Method Detection Level,30,ug/L,,2021-08-03T15:36:34,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W46-2013-06-08-Ca,Sample-Routine,Water,,2013-06-08,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W46,Tulsequah River 3,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7337500000,-133.6016000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906321713,,,Calcium,Dissolved,12.4,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,3500-CA(C),APHA,3500 CA C  ~ Calcium in Water by ICP,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W46-2013-06-08-Ca/results/906321713/resdetectqntlmts,Method Detection Level,10,ug/L,,2021-08-03T15:35:48,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W51-2013-04-27-Mg,Sample-Routine,Water,,2013-04-27,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W51,Tulsequah River 4,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7315200000,-133.6046000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906324591,,,Magnesium,Total,3,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8. Result Detection Limit based off The Standard Methods,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W51-2013-04-27-Mg/results/906324591/resdetectqntlmts,Method Detection Level,30,ug/L,,2021-08-03T15:36:32,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W32-2013-06-15-Ca,Sample-Routine,Water,,2013-06-15,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W32,Tulsequah River 2,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7097800000,-133.6000000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906321901,,,Calcium,Total,13.4,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,3500-CA(C),APHA,3500 CA C  ~ Calcium in Water by ICP,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W32-2013-06-15-Ca/results/906321901/resdetectqntlmts,Method Detection Level,10,ug/L,,2021-08-03T15:35:50,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W10-2013-01-19-Na,Sample-Routine,Water,,2013-01-19,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W10,Tulsequah River 1,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7663300000,-133.6486000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906327798,,,Sodium,Dissolved,0.582,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W10-2013-01-19-Na/results/906327798/resdetectqntlmts,Method Detection Level,2,ug/L,,2021-08-03T15:37:15,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-14235:20130918:STYMA1A:SR:WB,Sample-Routine,Water,,2013-09-18,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-STYMA1A,Stewart River,,,,,63.5865140000,-135.8597640000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-906952733,,,Ion Balance,Dissolved,-0.256863040558414,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Ion Balance,YRITWC,Ion Balance,,,,,,,,,,,2021-08-09T20:07:57,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W51-2013-02-10-K,Sample-Routine,Water,,2013-02-10,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W51,Tulsequah River 4,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7315200000,-133.6046000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906326458,,,Potassium,Dissolved,1.16,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W51-2013-02-10-K/results/906326458/resdetectqntlmts,Method Detection Level,2,ug/L,,2021-08-03T15:36:59,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W10-2013-01-05-Mg,Sample-Routine,Water,,2013-01-05,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W10,Tulsequah River 1,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7663300000,-133.6486000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906324374,,,Magnesium,Dissolved,1.2,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8. Result Detection Limit based off The Standard Methods,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W10-2013-01-05-Mg/results/906324374/resdetectqntlmts,Method Detection Level,30,ug/L,,2021-08-03T15:36:29,STORET
